sub	ses	task	run	space	den	mean_fd	mean_fd_post_censoring	mean_relative_rms	max_relative_rms	mean_dvars_initial	mean_dvars_final	num_dummy_volumes	num_censored_volumes	num_retained_volumes	fd_dvars_correlation_initial	fd_dvars_correlation_final
20916	3	rest	02	fsLR	91k	0.18137081800205773	0.18137081800205773	0.10064854852133581	0.647117795275213	1.0258763264898199	1.0868858490033613	5	0	378	0.6862758161196086	0.056154723484621555
